time,LIS,ExtremeLong,RangeLong,FTD,FTU,RangeShort,ExtremeShort,MTS1,MTS2,MTS3,MTS4
2026-01-11,58.63,54.43,58.32,56.55,60.00,59.38,61.14,CL,0,0,0
