time,LIS,ExtremeLong,RangeLong,FTD,FTU,RangeShort,ExtremeShort,MTS1,MTS2,MTS3,MTS4
2026-01-11,49738.00,48822.00,49647.00,49238.00,49978.00,49850.00,50062.00,YM,0,0,0
