time,LIS,ExtremeLong,RangeLong,FTD,FTU,RangeShort,ExtremeShort,MTS1,MTS2,MTS3,MTS4
2026-01-11,2636.00,2580.80,2630.40,2596.70,2662.00,2642.80,2669.20,RTY,0,0,0
